馬名,金額(Pt),毛色,成長,馬場,脚質,ＳＰ,ＳＴ,根性,瞬発,気性,体質,距離(下限),距離(上限),隠し,三冠,系統,①父,因子,系統,母,系統,②父父,因子,系統,父母,系統,③母父,因子,系統,母母,系統,④父父父,因子,系統,父父母,系統,⑤父母父,因子,系統,父母母,系統,⑥母父父,因子,系統,母父母,系統,⑦母母父,因子,系統,母母母,系統,⑧父父父父,因子,系統,⑨父父母父,因子,系統,⑩父母父父,因子,系統,⑪父母母父,因子,系統,⑫母父父父,因子,系統,⑬母父母父,因子,系統,⑭母母父父,因子,系統,⑮母母母父,因子,系統
レイパパレ,10000,鹿毛,普通,芝,逃,B,B+,B+,B,B+,B+,1800,2400,セリ,,ディープインパクト,ディープインパクト,sp2sy1,ディープインパクト,シェルズレイ,デピュティミニスター,サンデーサイレンス,sp1st1,サンデーサイレンス,ウインドインハーヘア,リファール,クロフネ,st1,デピュティミニスター,オイスターチケット,ゼダーン,Halo,sp2sy1,ヘイルトゥリーズン,Wishing Well,テディ,Alzao,sp1,リファール,Burghclere,ブランドフォード,フレンチデピュティ,st1,デピュティミニスター,ブルーアヴェニュー,フェアウェイ,ウイニングチケット,#N/A,ゼダーン,ナムラピアリス,テスコボーイ,Hail to Reason,sp1,ヘイルトゥリーズン,Understanding,sp1,テディ,Lyphard,sp2sy1,リファール,Busted,sp1,ブランドフォード,Deputy Minister,st1,デピュティミニスター,Classic Go Go,kon1,フェアウェイ,トニービン,sp1st1,ゼダーン,トウショウボーイ,sp1,テスコボーイ
サトノレイナス,10000,鹿毛,早め,芝,追,B,B+,B+,B,B+,B+,1800,2400,セリ,,ディープインパクト,ディープインパクト,sp2sy1,ディープインパクト,バラダセール,カロ,サンデーサイレンス,sp1st1,サンデーサイレンス,ウインドインハーヘア,リファール,Not For Sale,#N/A,カロ,La Balada,ダマスカス,Halo,sp2sy1,ヘイルトゥリーズン,Wishing Well,テディ,Alzao,sp1,リファール,Burghclere,ブランドフォード,Parade Marshal,#N/A,カロ,Love for Sale,ハイペリオン,Confidential Talk,#N/A,ダマスカス,La Baraca,ネアルコ,Hail to Reason,sp1,ヘイルトゥリーズン,Understanding,sp1,テディ,Lyphard,sp2sy1,リファール,Busted,sp1,ブランドフォード,Caro,sp2sy1,カロ,Laramie Trail,#N/A,ハイペリオン,Damascus,sp2sy1,ダマスカス,Mariache,#N/A,ネアルコ
ノースフライト,10000,鹿毛,遅め,芝,先,A,C+,C+,A,B+,B+,1000,1600,セリ,,ゼダーン,トニービン,sp1st1,ゼダーン,シヤダイフライト,トウルビヨン,カンパラ,st1,ゼダーン,Severn Bridge,ハイペリオン,ヒッティングアウェー,#N/A,トウルビヨン,フォーワードフライト,ファラリス,Kalamoun,st1,ゼダーン,State Pension,エクリプス,Hornbeam,kon1,ハイペリオン,Priddy Fair,マッチェム,Ambiorix,#N/A,トウルビヨン,Striking,マンノウォー,Porterhouse,#N/A,ファラリス,Bashful Girl,ハイペリオン,ゼダーン,st1,ゼダーン,オンリーフォアライフ,sp1,エクリプス,Hyperion,sp2sy1,ハイペリオン,Preciptic,kon1,マッチェム,Tourbillon,#N/A,トウルビヨン,War Admiral,sp1,マンノウォー,Endeavour,kon1,ファラリス,Khaled,sy1,ハイペリオン
クロコスミア,10000,黒鹿毛,早め,芝,逃,B+,B,B,B+,B+,B+,1400,2000,セリ,,ステイゴールド,ステイゴールド,st1kon1,ステイゴールド,デヴェロッペ,シアトルスルー,サンデーサイレンス,sp1st1,サンデーサイレンス,ゴールデンサッシュ,ハンプトン,ボストンハーバー,#N/A,シアトルスルー,ショウエイミズキ,ブラッシンググルーム,Halo,sp2sy1,ヘイルトゥリーズン,Wishing Well,テディ,ディクタス,kon1,ハンプトン,ダイナサッシュ,ノーザンテースト,Capote,sp1,シアトルスルー,Harbor Springs,ノーザンダンサー,Nashwan,sp1sy1,ブラッシンググルーム,アルヴォラ,サドラーズウェルズ,Hail to Reason,sp1,ヘイルトゥリーズン,Understanding,sp1,テディ,Sanctus,st1,ハンプトン,ノーザンテースト,st1kon1,ノーザンテースト,Seattle Slew,sp1sy1,シアトルスルー,Vice Regent,sp1,ノーザンダンサー,Blushing Groom,sp2,ブラッシンググルーム,Sadler's Wells,st2kon1,サドラーズウェルズ
ユーバーレーベン,10000,青鹿毛,早め,芝,先,B,B+,B+,B,B+,B+,1800,2400,セリ,,ステイゴールド,ゴールドシップ,st2,ステイゴールド,マイネテレジア,ヘイルトゥリーズン,ステイゴールド,st1kon1,ステイゴールド,ポイントフラッグ,パーソロン,ロージズインメイ,st1,ヘイルトゥリーズン,マイネヌーヴェル,ロベルト,サンデーサイレンス,sp1st1,サンデーサイレンス,ゴールデンサッシュ,ハンプトン,メジロマックイーン,st2,パーソロン,パストラリズム,ノーザンダンサー,Devil His Due,sp1,ヘイルトゥリーズン,Tell a Secret,プリンスローズ,ブライアンズタイム,st2sp1,ロベルト,マイネプリテンダー,サーゲイロード,Halo,sp2sy1,ヘイルトゥリーズン,ディクタス,kon1,ハンプトン,メジロティターン,st1,パーソロン,プルラリズム,st1,ノーザンダンサー,Devil's Bag,sp1sy1,ヘイルトゥリーズン,Speak John,sp1,プリンスローズ,Roberto,st2kon1,ロベルト,Zabeel,#N/A,サーゲイロード
オレンジピール,10000,栗毛,早め,芝,先,A,C+,C+,A,B+,B+,1000,1600,セリ,,サンデーサイレンス,サンデーサイレンス,sp1st1,サンデーサイレンス,バッフドオレンジ,レイズアネイティヴ,Halo,sp2sy1,ヘイルトゥリーズン,Wishing Well,テディ,Exclusive Native,sp1,レイズアネイティヴ,Sally Stark,リボー,Hail to Reason,sp1,ヘイルトゥリーズン,Cosmah,ファラリス,Understanding,sp1,テディ,Mountain Flower,ハイペリオン,Raise a Native,sp2sy1,レイズアネイティヴ,Exclusive,ヒムヤー,Graustark,sy1,リボー,Sally Ship,ロイヤルチャージャー,Turn-to,sp2sy1,ロイヤルチャージャー,Cosmic Bomb,sy1,ファラリス,Promised Land,st1,テディ,Montparnasse,kon1,ハイペリオン,Native Dancer,sp2sy1,ネイティヴダンサー,Shut Out,kon1,ヒムヤー,Ribot,st1kon1,リボー,Turn-to,sp2sy1,ロイヤルチャージャー
クラヴァシュドール,10000,青鹿毛,早め,芝,先,B+,B,B,B+,B+,B+,1400,2000,セリ,,サンデーサイレンス,ハーツクライ,st2,サンデーサイレンス,パスオブドリームズ,ストームキャット,サンデーサイレンス,sp1st1,サンデーサイレンス,アイリッシュダンス,ゼダーン,Giant's Causeway,kon1,ストームキャット,Path of Thunder,ミスタープロスペクター,Halo,sp2sy1,ヘイルトゥリーズン,Wishing Well,テディ,トニービン,sp1st1,ゼダーン,ビューパーダンス,リファール,Storm Cat,sp2sy1,ストームキャット,Mariah's Storm,ブラッシンググルーム,サンダーガルチ,#N/A,ミスタープロスペクター,Drina,ハイペリオン,Hail to Reason,sp1,ヘイルトゥリーズン,Understanding,sp1,テディ,カンパラ,st1,ゼダーン,Lyphard,sp2sy1,リファール,Storm Bird,sp1kon1,ストームバード,Rahy,sp1,ブラッシンググルーム,Gulch,sp2sy1,ミスタープロスペクター,Regal and Royal,#N/A,ハイペリオン
ダイワエルシエーロ,10000,鹿毛,早め,芝,先,B+,B,B,B+,B+,B+,1400,2000,セリ,,サンデーサイレンス,サンデーサイレンス,sp1st1,サンデーサイレンス,ロンドンブリッジ,トウルビヨン,Halo,sp2sy1,ヘイルトゥリーズン,Wishing Well,テディ,ドクターデヴィアス,#N/A,トウルビヨン,オールフォーロンドン,ダンチヒ,Hail to Reason,sp1,ヘイルトゥリーズン,Cosmah,ファラリス,Understanding,sp1,テディ,Mountain Flower,ハイペリオン,Ahonoora,sp1,トウルビヨン,Rose of Jericho,リボー,Danzig,sp2sy1,ダンチヒ,Full Card,ダマスカス,Turn-to,sp2sy1,ロイヤルチャージャー,Cosmic Bomb,sy1,ファラリス,Promised Land,st1,テディ,Montparnasse,kon1,ハイペリオン,Lorenzaccio,kon1,トウルビヨン,Alleged,kon1,リボー,Northern Dancer,st2kon1,ノーザンダンサー,Damascus,sp2sy1,ダマスカス
チアズグレイス,10000,鹿毛,早め,芝,先,B+,B,B,B+,B+,B+,1400,2000,セリ,,サンデーサイレンス,サンデーサイレンス,sp1st1,サンデーサイレンス,チアズフラワー,リファール,Halo,sp2sy1,ヘイルトゥリーズン,Wishing Well,テディ,Al Nasr,#N/A,リファール,デュカイナ,ノーザンダンサー,Hail to Reason,sp1,ヘイルトゥリーズン,Cosmah,ファラリス,Understanding,sp1,テディ,Mountain Flower,ハイペリオン,Lyphard,sp2sy1,リファール,Caretta,カロ,Northfields,kon1,ノーザンダンサー,Dumka,オーエンテューダー,Turn-to,sp2sy1,ロイヤルチャージャー,Cosmic Bomb,sy1,ファラリス,Promised Land,st1,テディ,Montparnasse,kon1,ハイペリオン,Northern Dancer,st2kon1,ノーザンダンサー,Caro,sp2sy1,カロ,Northern Dancer,st2kon1,ノーザンダンサー,Kashmir,#N/A,オーエンテューダー
ディアデラノビア,10000,栗毛,遅め,芝,追,B+,B,B,B+,B+,B+,1400,2000,セリ,,サンデーサイレンス,サンデーサイレンス,sp1st1,サンデーサイレンス,ポトリザリス,ナスルーラ,Halo,sp2sy1,ヘイルトゥリーズン,Wishing Well,テディ,Potrillazo,#N/A,ナスルーラ,Chaldee,レイズアネイティヴ,Hail to Reason,sp1,ヘイルトゥリーズン,Cosmah,ファラリス,Understanding,sp1,テディ,Mountain Flower,ハイペリオン,Ahmad,#N/A,ナスルーラ,Azalee,テディ,Banner Sport,#N/A,レイズアネイティヴ,Gevar,フェアウェイ,Turn-to,sp2sy1,ロイヤルチャージャー,Cosmic Bomb,sy1,ファラリス,Promised Land,st1,テディ,Montparnasse,kon1,ハイペリオン,Good Manners,kon1,ナスルーラ,Tropical Sun,#N/A,テディ,Raise a Native,sp2sy1,レイズアネイティヴ,Right of Way,#N/A,フェアウェイ
ヘヴンリーロマンス,10000,鹿毛,遅め,芝,差,B+,B,B,B+,B+,B+,1400,2000,セリ,,サンデーサイレンス,サンデーサイレンス,sp1st1,サンデーサイレンス,ファーストアクト,サドラーズウェルズ,Halo,sp2sy1,ヘイルトゥリーズン,Wishing Well,テディ,Sadler's Wells,st2kon1,サドラーズウェルズ,Arkadina,リボー,Hail to Reason,sp1,ヘイルトゥリーズン,Cosmah,ファラリス,Understanding,sp1,テディ,Mountain Flower,ハイペリオン,Northern Dancer,st2kon1,ノーザンダンサー,Fairy Bridge,ヘイルトゥリーズン,Ribot,st1kon1,リボー,Natashka,プリンスローズ,Turn-to,sp2sy1,ロイヤルチャージャー,Cosmic Bomb,sy1,ファラリス,Promised Land,st1,テディ,Montparnasse,kon1,ハイペリオン,Nearctic,sp1st1,ニアークティック,Bold Reason,#N/A,ヘイルトゥリーズン,Tenerani,#N/A,セントサイモン,Dedicate,#N/A,プリンスローズ
レーヴディソール,10000,芦毛,早熟,芝,追,B+,B,B,B+,B+,B+,1400,2000,セリ,,サンデーサイレンス,アグネスタキオン,#N/A,サンデーサイレンス,レーヴドスカー,ゼダーン,サンデーサイレンス,sp1st1,サンデーサイレンス,アグネスフローラ,ボールドルーラー,Highest Honor,#N/A,ゼダーン,Numidie,ブラッシンググルーム,Halo,sp2sy1,ヘイルトゥリーズン,Wishing Well,テディ,ロイヤルスキー,#N/A,ボールドルーラー,アグネスレディー,ブランドフォード,Kenmare,kon1,ゼダーン,High River,ナスルーラ,バイアモン,#N/A,ブラッシンググルーム,Yamuna,ニジンスキー,Hail to Reason,sp1,ヘイルトゥリーズン,Understanding,sp1,テディ,Raja Baba,#N/A,ボールドルーラー,リマンド,sy1,ブランドフォード,Kalamoun,st1,ゼダーン,Riverman,sp1kon1,ナスルーラ,Blushing Groom,sp2,ブラッシンググルーム,Green Dancer,sp2,ニジンスキー
レーヌミノル,10000,栗毛,早熟,芝,先,A,C+,C+,A,B+,B+,1000,1600,セリ,,サンデーサイレンス,ダイワメジャー,sp1kon1,サンデーサイレンス,ダイワエンジェル,ヘイルトゥリーズン,サンデーサイレンス,sp1st1,サンデーサイレンス,スカーレットブーケ,ノーザンテースト,タイキシャトル,kon1,ヘイルトゥリーズン,プリンセススキー,ボールドルーラー,Halo,sp2sy1,ヘイルトゥリーズン,Wishing Well,テディ,ノーザンテースト,st1kon1,ノーザンテースト,スカーレットインク,ヒムヤー,Devil's Bag,sp1sy1,ヘイルトゥリーズン,ウェルシュマフィン,ニジンスキー,ロイヤルスキー,#N/A,ボールドルーラー,ギフトプリンセス,プリンスリーギフト,Hail to Reason,sp1,ヘイルトゥリーズン,Understanding,sp1,テディ,Northern Dancer,st2kon1,ノーザンダンサー,Crimson Satan,kon1,ヒムヤー,Halo,sp2sy1,ヘイルトゥリーズン,Caerleon,sp2sy1,ニジンスキー,Raja Baba,#N/A,ボールドルーラー,テスコボーイ,sp1,テスコボーイ
ローズバド,10000,青毛,早め,芝,差,B,B+,B+,B,B+,B+,1800,2400,セリ,,サンデーサイレンス,サンデーサイレンス,sp1st1,サンデーサイレンス,ロゼカラー,ミルリーフ,Halo,sp2sy1,ヘイルトゥリーズン,Wishing Well,テディ,Shirley Heights,sp1,ミルリーフ,ローザネイ,リファール,Hail to Reason,sp1,ヘイルトゥリーズン,Cosmah,ファラリス,Understanding,sp1,テディ,Mountain Flower,ハイペリオン,Mill Reef,st2kon1,ミルリーフ,Hardiemma,ファラリス,Lyphard,sp2sy1,リファール,Riviere Doree,ボールドルーラー,Turn-to,sp2sy1,ロイヤルチャージャー,Cosmic Bomb,sy1,ファラリス,Promised Land,st1,テディ,Montparnasse,kon1,ハイペリオン,Never Bend,sp2sy1,ネヴァーベンド,ハーディカヌート,#N/A,ファラリス,Northern Dancer,st2kon1,ノーザンダンサー,Secretariat,sp2,ボールドルーラー
ローブデコルテ,10000,芦毛,早め,芝,差,B+,B,B,B+,B+,B+,1400,2000,セリ,,カロ,Cozzene,st1,カロ,Color of Gold,ミスタープロスペクター,Caro,sp2sy1,カロ,Ride the Trails,プリンスローズ,Seeking the Gold,sp2sy1,ミスタープロスペクター,Sulemeif,ノーザンダンサー,フォルティノ,sp1sy1,グレイソヴリン,Chambord,マッチェム,Prince John,sp1,プリンスローズ,Wildwook,サーゲイロード,Mr. Prospector,sp2sy1,ミスタープロスペクター,Con Game,トムフール,Northern Dancer,st2kon1,ノーザンダンサー,Barely Even,ハイペリオン,Grey Sovereign,#N/A,グレイソヴリン,Chamossaire,#N/A,マッチェム,Princequillo,sp1sy1,プリンスローズ,Sir Gaylord,sp2kon1,サーゲイロード,Raise a Native,sp2sy1,レイズアネイティヴ,Buckpasser,st1,トムフール,Nearctic,sp1st1,ニアークティック,Creme dela Creme,#N/A,ハイペリオン
ドバイマジェスティ,10000,黒鹿毛,晩成,ダ,先,A,C+,C+,A,B+,B+,1000,1600,セリ,,エーピーインディ,Essence of Dubai,kon1,エーピーインディ,Great Majesty,ヒムヤー,Pulpit,st2,エーピーインディ,Epitome,プリンスローズ,Great Above,sp1,ヒムヤー,Mistic Majesty,リボー,A.P. Indy,sp1st1,エーピーインディ,Preach,ミスタープロスペクター,Summing,sp1,プリンスローズ,Honest and True,ヘイルトゥリーズン,Minnesota Mac,kon1,ヒムヤー,Ta Wee,マンノウォー,His Majesty,sy1,リボー,Necaras Miss,ナスルーラ,Seattle Slew,sp1sy1,シアトルスルー,Mr. Prospector,sp2sy1,ミスタープロスペクター,Verbatim,st1,プリンスローズ,Mr. Leader,sp1,ヘイルトゥリーズン,Rough'n Tumble,#N/A,ヒムヤー,Intentionally,kon1,マンノウォー,Ribot,st1kon1,リボー,Ambernash,#N/A,ナスルーラ
インディアナギャル,5000,黒鹿毛,普通,芝,先,B,B,B,B,B,B,1400,2000,セリ,,ロベルト,Intikhab,sy1,ロベルト,Genial Jenny,デインヒル,Red Ransom,sp1,ロベルト,Crafty Example,ミスタープロスペクター,デインヒル,sp2sy1,デインヒル,Joma Kaanem,サーゲイロード,Roberto,st2kon1,ロベルト,アラビアII,ダマスカス,Crafty Prospector,sp1sy1,ミスタープロスペクター,Zienelle,ダンチヒ,Danzig,sp2sy1,ダンチヒ,Razyana,リボー,Double Form,st1,サーゲイロード,Ash Lawn,プリンスローズ,Hail to Reason,sp1,ヘイルトゥリーズン,Damascus,sp2sy1,ダマスカス,Mr. Prospector,sp2sy1,ミスタープロスペクター,Danzig,sp2sy1,ダンチヒ,Northern Dancer,st2kon1,ノーザンダンサー,His Majesty,sy1,リボー,Habitat,sp2,サーゲイロード,Charlottesville,st1,プリンスローズ
ウインマリリン,5000,栗毛,早め,芝,先,D+,A+,A+,D+,B,B,3000,3600,セリ,,ロベルト,スクリーンヒーロー,st1,ロベルト,コスモチェーロ,ミスタープロスペクター,グラスワンダー,sp1kon1,ロベルト,ランニングヒロイン,サンデーサイレンス,Fusaichi Pegasus,sp1st1,ミスタープロスペクター,Shorwon,ボールドルーラー,Silver Hawk,sp1sy1,ロベルト,Ameriflora,ダンチヒ,サンデーサイレンス,sp1st1,サンデーサイレンス,ダイナアクトレス,ノーザンテースト,Mr. Prospector,sp2sy1,ミスタープロスペクター,Angel Fever,ダンチヒ,Buena Shore,#N/A,ボールドルーラー,April Wonder,フェアウェイ,Roberto,st2kon1,ロベルト,Danzig,sp2sy1,ダンチヒ,Halo,sp2sy1,ヘイルトゥリーズン,ノーザンテースト,st1kon1,ノーザンテースト,Raise a Native,sp2sy1,レイズアネイティヴ,Danzig,sp2sy1,ダンチヒ,George Lewis,#N/A,ボールドルーラー,Newtown Wonder,#N/A,フェアウェイ
